中文,繁體,英文,拼音,领域,适用法域,来源地区,类型,来源语境,学习注释,来源记录,条目ID,数据许可,译文审核,中文释义,译法说明,法律依据
犯罪,犯罪,crime,fan4 zui4,criminal,CN,INTERNATIONAL,term,中华人民共和国刑法（含刑法修正案十二的现行合并文本）,第十三条既规定犯罪的一般范围，也保留“情节显著轻微危害不大”的排除边界。,oll-cn-criminal:cn-crime,cn-crime,CC-BY-4.0,project_authored,依法应当受刑罚处罚的危害社会行为；情节显著轻微、危害不大的，刑法第十三条规定不认为是犯罪。,项目释译，非官方译文；英文仅服务中国大陆刑法学习语境，不主张跨法域概念完全等同。,中华人民共和国刑法（含刑法修正案十二的现行合并文本） 第13条 https://tianjin.chinatax.gov.cn/11200000000/0300/030004/03000418/20240920152615743.shtml
犯罪中止,犯罪中止,discontinuance of a crime,fan4 zui4 zhong1 zhi3,criminal,CN,INTERNATIONAL,term,中华人民共和国刑法（含刑法修正案十二的现行合并文本）,第二十四条对未造成损害与造成损害规定不同的从宽结果；其“自动”性与犯罪未遂的意志外原因形成重要区别。,oll-cn-criminal:cn-discontinuance-crime,cn-discontinuance-crime,CC-BY-4.0,project_authored,在犯罪过程中自动放弃犯罪，或者自动有效防止犯罪结果发生的犯罪形态。,项目释译，非官方译文；英文仅服务中国大陆刑法学习语境，不主张跨法域概念完全等同。,中华人民共和国刑法（含刑法修正案十二的现行合并文本） 第24条 https://tianjin.chinatax.gov.cn/11200000000/0300/030004/03000418/20240920152615743.shtml
犯罪未遂,犯罪未遂,attempted crime,fan4 zui4 wei4 sui4,criminal,CN,INTERNATIONAL,term,中华人民共和国刑法（含刑法修正案十二的现行合并文本）,第二十三条的关键是已经着手实行且未得逞原因在行为人意志之外；可比照既遂犯从轻或者减轻处罚。,oll-cn-criminal:cn-attempted-crime,cn-attempted-crime,CC-BY-4.0,project_authored,已经着手实行犯罪，但由于犯罪分子意志以外的原因而未得逞的犯罪形态。,项目释译，非官方译文；英文仅服务中国大陆刑法学习语境，不主张跨法域概念完全等同。,中华人民共和国刑法（含刑法修正案十二的现行合并文本） 第23条 https://tianjin.chinatax.gov.cn/11200000000/0300/030004/03000418/20240920152615743.shtml
犯罪预备,犯罪預備,preparation for a crime,fan4 zui4 yu4 bei4,criminal,CN,INTERNATIONAL,term,中华人民共和国刑法（含刑法修正案十二的现行合并文本）,第二十二条规定对预备犯可以比照既遂犯从轻、减轻处罚或者免除处罚。,oll-cn-criminal:cn-crime-preparation,cn-crime-preparation,CC-BY-4.0,project_authored,为了犯罪而准备工具、制造条件的犯罪形态。,项目释译，非官方译文；英文仅服务中国大陆刑法学习语境，不主张跨法域概念完全等同。,中华人民共和国刑法（含刑法修正案十二的现行合并文本） 第22条 https://tianjin.chinatax.gov.cn/11200000000/0300/030004/03000418/20240920152615743.shtml
用益物权,用益物權,usufructuary right,yong4 yi4 wu4 quan2,"property,civil",CN,INTERNATIONAL,term,中华人民共和国民法典（2020）,权利客体为他人所有的财产；不应直接当作完整所有权。,oll-cn-core:cn-usufructuary-right,cn-usufructuary-right,CC-BY-4.0,project_authored,依法对他人所有的动产或不动产享有占有、使用和收益的权利。,项目释译，非官方译文；以中国物权分类为限理解本译法。,中华人民共和国民法典（2020） 第323条 https://www.court.gov.cn/zixun/xiangqing/233181.html
由第三人履行债务,由第三人履行債務,performance of an obligation by a third party,you2 di4 san1 ren2 lv3 xing2 zhai4 wu4,contracts,CN,INTERNATIONAL,term,中华人民共和国民法典（2020）,第三人不履行或履行不符约定时，债务人仍向债权人承担违约责任。,oll-cn-contract-phrases:cn-performance-by-third-party,cn-performance-by-third-party,CC-BY-4.0,project_authored,当事人约定由第三人向债权人实施债务履行的安排。,项目释译，非官方译文；by 表示履行实施者；该安排本身不等于债务转移或债务人免责。,中华人民共和国民法典（2020） 第523条 https://www.court.gov.cn/zixun/xiangqing/233181.html
申请仲裁,申請仲裁,commence arbitration by application,shen1 qing3 zhong4 cai2,dispute_resolution,CN,INTERNATIONAL,action,中华人民共和国仲裁法（2025修订）,申请须具有仲裁协议、具体仲裁请求及事实理由，并属于仲裁机构受理范围。,oll-cn-dispute-resolution:cn-arb-apply-arbitration,cn-arb-apply-arbitration,CC-BY-4.0,project_authored,当事人依据仲裁协议，向选定仲裁机构提交仲裁协议、仲裁申请书及副本，请求启动仲裁程序。,项目释译，非官方译文；commence arbitration by application describes the statutory filing route and is not an official form title.,"中华人民共和国仲裁法（2025修订） 第32,33,34条 https://policy.mofcom.gov.cn/claw/clawContent.shtml?id=103718"
申请再审,申請再審,apply for retrial,shen1 qing3 zai4 shen3,dispute_resolution,CN,INTERNATIONAL,action,中华人民共和国民事诉讼法（2023年修正）,申请再审原则上不停止原生效裁判的执行；它不是普通二审上诉。,oll-cn-dispute-resolution:cn-cpl-apply-retrial,cn-cpl-apply-retrial,CC-BY-4.0,project_authored,当事人认为已经发生法律效力的判决、裁定存在法定错误，依法向有权人民法院申请启动再审审查。,项目释译，非官方译文；apply for retrial is used instead of appeal because the challenged judgment or ruling is already effective.,"中华人民共和国民事诉讼法（2023年修正） 第210,214条 https://jiangsu.chinatax.gov.cn/art/2023/9/1/art_23636_1028.html"
申请执行,申請執行,apply for compulsory enforcement,shen1 qing3 zhi2 xing2,dispute_resolution,CN,INTERNATIONAL,action,中华人民共和国民事诉讼法（2023年修正）,申请须关注执行管辖、法定申请期间和可执行法律文书类型。,oll-cn-dispute-resolution:cn-cpl-apply-enforcement,cn-cpl-apply-enforcement,CC-BY-4.0,project_authored,义务人未履行生效法律文书确定的义务时，权利人依法向有管辖权的人民法院申请强制执行。,"项目释译，非官方译文；compulsory enforcement refers to court enforcement of an enforceable legal instrument, not voluntary performance.","中华人民共和国民事诉讼法（2023年修正） 第247,250条 https://jiangsu.chinatax.gov.cn/art/2023/9/1/art_23636_1028.html"
申请执行仲裁裁决,申請執行仲裁裁決,apply to enforce an arbitral award,shen1 qing3 zhi2 xing2 zhong4 cai2 cai2 jue2,dispute_resolution,CN,INTERNATIONAL,action,中华人民共和国仲裁法（2025修订）,执行申请仍受民事诉讼法的执行管辖、期间和程序规则约束。,oll-cn-dispute-resolution:cn-arb-apply-enforce-award,cn-arb-apply-enforce-award,CC-BY-4.0,project_authored,仲裁裁决生效后，一方不履行，另一方依法向人民法院申请强制执行仲裁裁决。,项目释译，非官方译文；enforce refers to court enforcement of the award after non-performance.,中华人民共和国仲裁法（2025修订） 第75条 https://policy.mofcom.gov.cn/claw/clawContent.shtml?id=103718
申请执行期间,申請執行期間,time limit for applying for enforcement,shen1 qing3 zhi2 xing2 qi1 jian1,dispute_resolution,CN,INTERNATIONAL,term,中华人民共和国民事诉讼法（2023年修正）,民事诉讼法规定一般期间为二年，并对起算、中止、中断等适用诉讼时效有关规则。,oll-cn-dispute-resolution:cn-cpl-enforcement-application-period,cn-cpl-enforcement-application-period,CC-BY-4.0,project_authored,法律规定申请人民法院强制执行的期限。,项目释译，非官方译文；time limit is used neutrally and does not characterize the period under another jurisdiction’s limitation doctrine.,中华人民共和国民事诉讼法（2023年修正） 第250条 https://jiangsu.chinatax.gov.cn/art/2023/9/1/art_23636_1028.html
申请撤销仲裁裁决,申請撤銷仲裁裁決,apply to set aside an arbitral award,shen1 qing3 che4 xiao1 zhong4 cai2 cai2 jue2,dispute_resolution,CN,INTERNATIONAL,action,中华人民共和国仲裁法（2025修订）,一般应自收到裁决书之日起三个月内提出；撤销裁决与执行阶段的不予执行是不同司法监督路径。,oll-cn-dispute-resolution:cn-arb-set-aside-award,cn-arb-set-aside-award,CC-BY-4.0,project_authored,当事人以缺少仲裁协议、超裁、程序违法、证据伪造等法定事由，向仲裁机构所在地的中级人民法院申请撤销仲裁裁决。,项目释译，非官方译文；set aside is used for 撤销裁决 and is kept distinct from refusal to enforce an award.,"中华人民共和国仲裁法（2025修订） 第71,72条 https://policy.mofcom.gov.cn/claw/clawContent.shtml?id=103718"
申辩权,申辯權,right to present a defense,shen1 bian4 quan2,administrative,CN,INTERNATIONAL,term,中华人民共和国行政处罚法（2021修订）,行政机关必须复核当事人提出的事实、理由和证据；成立的应予采纳，并不得因申辩而给予更重处罚。,oll-cn-admin-labor:cn-admin-defense-right,cn-admin-defense-right,CC-BY-4.0,project_authored,行政处罚程序中，当事人针对拟处罚事实、理由、依据或证据提出辩解和反驳的程序性权利。,项目释译，非官方译文；present a defense 用于突出对拟处罚事项的辩解，不把该权利等同于刑事辩护权。,"中华人民共和国行政处罚法（2021修订） 第7,44,45条 https://fgk.chinatax.gov.cn/zcfgk/c100009/c5211778/content.html"
留置权,留置權,right of retention,liu2 zhi4 quan2,"property,finance",CN,INTERNATIONAL,term,中华人民共和国民法典（2020）,基础事实是债权人已经合法占有债务人的动产。,oll-cn-core:cn-right-of-retention,cn-right-of-retention,CC-BY-4.0,project_authored,债务人不履行到期债务时，债权人留置已合法占有的债务人动产并依法优先受偿的权利。,项目释译，非官方译文；不直接套用其他法域 lien 的全部类型。,中华人民共和国民法典（2020） 第447条 https://www.court.gov.cn/zixun/xiangqing/233181.html
相关市场,相關市場,relevant market,xiang1 guan1 shi4 chang3,competition,CN,INTERNATIONAL,term,中华人民共和国反垄断法（2022修正）,相关市场同时涉及商品与地域，不能只用单一企业的业务名称代替。,oll-cn-core:cn-relevant-market,cn-relevant-market,CC-BY-4.0,project_authored,经营者在一定时期就特定商品或服务竞争的商品范围和地域范围。,项目释译，非官方译文；relevant 不表示所有有商业联系的市场。,中华人民共和国反垄断法（2022修正） 第15条 https://www.csrc.gov.cn/beijing/c105536/c7431869/content.shtml
移送管辖,移送管轄,transfer of a case for lack of jurisdiction,yi2 song4 guan3 xia2,dispute_resolution,CN,INTERNATIONAL,action,中华人民共和国民事诉讼法（2023年修正）,受移送法院认为仍无管辖权时，不得再次自行移送，而应报请上级法院指定管辖。,oll-cn-dispute-resolution:cn-cpl-transfer-jurisdiction,cn-cpl-transfer-jurisdiction,CC-BY-4.0,project_authored,人民法院受理案件后发现不属于本院管辖的，将案件移送有管辖权的人民法院。,"项目释译，非官方译文；transfer here is a procedural transfer for lack of jurisdiction, not transfer of substantive rights.",中华人民共和国民事诉讼法（2023年修正） 第37条 https://jiangsu.chinatax.gov.cn/art/2023/9/1/art_23636_1028.html
税则号列,稅則號列,tariff line,shui4 ze2 hao4 lie4,"tax,trade",CN,INTERNATIONAL,term,中华人民共和国关税法（2024）,第九条规定关税税目由税则号列和目录条文等组成，并要求货物按照归类规则归入相应税则号列。,oll-cn-tax-trade:cn-customs-tariff-line,cn-customs-tariff-line,CC-BY-4.0,project_authored,《税则》中用于承载具体商品归类结果的税目编号层级。,项目释译，非官方译文；tariff line 用于表达税则中的具体号列。,中华人民共和国关税法（2024） 第9条 https://fgk.chinatax.gov.cn/zcfgk/c100009/c5234556/content.html
立功,立功,meritorious service,li4 gong1,criminal,CN,INTERNATIONAL,action,中华人民共和国刑法（含刑法修正案十二的现行合并文本）,第六十八条规定立功与重大立功对应不同的从宽可能；具体是否构成立功需结合事实和司法规则。,oll-cn-criminal:cn-meritorious-service,cn-meritorious-service,CC-BY-4.0,project_authored,犯罪分子揭发他人犯罪经查证属实、提供重要线索得以侦破其他案件等法定有利表现。,项目释译，非官方译文；英文仅服务中国大陆刑法学习语境，不主张跨法域概念完全等同。,中华人民共和国刑法（含刑法修正案十二的现行合并文本） 第68条 https://tianjin.chinatax.gov.cn/11200000000/0300/030004/03000418/20240920152615743.shtml
